sido,sigungu,hotelname,,opendate,closedate,level2013,level2014,level2015,level2016,level2017,level2018,level2019,level2020,level_final,address,id_regist,level2013_old,group,capacity,phone,land,좌표정보_X_,좌표정보_Y_,level2014_old,level2015_old,level2016_old,level2017_old,level2018_old,level2019_old,firmname,level2020_old,level_assigned,floors,gfa,facility,openyear,결정등급
대전,유성구,아드리아,,19911207,,A30,A30,A30,A30,A30,,,,,대전광역시 유성구 봉명동 442-5,17866,1등급,관광호텔업,75,042 8283636,2891.4,230461.6701,317303.845,1등급,1등급,1등급,3성급,,,,,,,,,1991,
대전,유성구,비스테이션,,20010420,,A30,A30,,,,,,,,대전광역시 유성구 봉명동 544-1,17882,1등급,관광호텔업,36,042 7198000,1185,231069.7953,317025.7441,1등급,,,,,,,,,,,,2001,
울산,남구,태화관광호텔,,19791113,20141226,A40,A40,,,,,,,,울산광역시 남구 남산로 386,18525,2등급,관광호텔업,103,052 2722001,464.8,409087.9513,230134.4328,2등급,,,,,,,,,,,,1979,
울산,남구,에쉬튼(ASHTON) 호텔,,20200923,,,,,,,,,,,울산광역시 남구 중앙로213번길 8,18557,,관광호텔업,57,052 265 6081,347,409526.5567,229138.2178,,,,,,,㈜미래로,등급없음,-,"지하1층, 지상15층",3278,"카페, 다목적홀, 레스토랑, 루프탑(수영장)",2020,
울산,남구,올림피아관광호텔,,19881201,20181001,A40,A40,,,A40,,,,,울산광역시 남구 문수로 483-14,18560,2등급,관광호텔업,41,052 2718401,1310.13,409104.9907,228402.0699,2등급,,-,2성급,,,,,,,,,1988,
울산,울주군,진하마리나리조트,,20131105,20171109,,,,,,,,,,울산광역시 울주군  서생면 진하7길 7,19113,,관광호텔업,30,052 912 5561,4277.66,413032.0634,212132.0019,,,평가 중,,,,,,,,,,2013,
경기,수원시,호텔일마레,,20090128,.,A40,A40,A40,A40,,,,,,경기도 수원시 권선구 권광로123번길 12,19514,2등급,관광호텔업,40,031 2331123,1620.09,202593.7322,417475.1531,2등급,2등급,2등급,,,,,,,,,,2009,
경기,수원시,제이디호텔,,19930928,,,,,,,,,,,경기도 수원시 팔달구 권광로 134번길 44-8,19592,,관광호텔업,36,031 2219039,441.84,202873.6109,417421.2847,,,등급보류,,,,,,,,,,1993,
경기,수원시,오라고호텔,,20151229,,,,,,,,,,,경기도 수원시 권선구 경수대로199번길 24-5,19716,,관광호텔업,31,031 221 5625,1233.21,201320.5182,415958.8455,,,등급없음,,,,,,,,,,2015,
경기,수원시,별헤는밤,,20140320,.,,,,,,,,,,경기도 수원시 팔달구 인계동 1039-12,19902,,관광호텔업,48,,435.8,202760.6064,418228.2776,,,,,,,,,,,,,2014,
경기,수원시,네스트아이와이관광호텔,,19970904,.,,,,,,,,,,경기도 수원시 팔달구 경수대로466번길 27,19942,,관광호텔업,48,031 2357001,2357.48,202479.9525,418388.9662,,,등급보류,,,,,,,,,,1997,
경기,수원시,호텔 리젠시,,19770327,20160517,A30,A30,,,,,,,,경기도 수원시 팔달구 매산로 159,19949,1등급,관광호텔업,71,031 2464141,1290.81,201474.0018,419085.8911,1등급,,,,,,,,,,,,1977,
경기,수원시,호텔캐슬,,19860220,20180709,A20,A20,A20,A20,A20,,,,,경기도 수원시 팔달구 중부대로 203,19950,특2등급,관광호텔업,98,031 2116666,9321.76,203366.9374,419434.7501,특2등급,특2등급,특2등급,특2등급,,,,,,,,,1986,
경기,수원시,벨아미호텔,,20121108,.,,,,,,,,,,경기도 수원시 팔달구 인계로166번길 23,19994,,관광호텔업,42,031 221 6817,1960.71,203071.348,418152.3505,,,등급없음,,,,,,,,,,2012,
경기,수원시,셀트럴프라자,,20000121,20140820,,,,,,,,,,경기도 수원시 팔달구 인계로108번길 39-21,20166,,관광호텔업,58,031 2233073,1728,202592.6889,418218.0968,,,등급보류,,,,,,,,,,2000,
경기,수원시,발리호텔,,20140522,20141202,,,,,,,,,,경기도 수원시 영통구 반달로35번길 17,20167,,관광호텔업,30,312022500,1628.59,206717.2149,416626.3281,,,등급없음,,,,,,,,,,2014,
경기,수원시,호텔코리아,,20050825,20060209,A30,A30,,,,,,,,경기도 수원시 팔달구 권광로175번길 62,20260,1등급,관광호텔업,70,031 2215678,353987,202501.7846,418040.4596,1등급,,,,,,,,,,,,2005,
경기,의정부시,의정부 관광호텔,,20131004,20171031,,A50,A50,A50,,,,,,경기도 의정부시 호국로 1342,21044,,관광호텔업,48,031 841 1400,2191.59,204623.7267,471343.6846,3등급,3등급,3등급,,,,,,,,,,2013,
경기,부천시,시크릿관광호텔,,20110624,,,,,,,,,,,경기도 부천시 원미구 길주로 77번길 19-8,22024,,관광호텔업,42,032 325 9090,2197,177880.9207,444994.1218,,,등급없음,,,,,,,,,,2011,
경기,부천시,고려관광호텔,,20041109,,A20,,A20,A20,A20,,,,,경기도 부천시 원미구 길주로 66,22095,특2등급,관광호텔업,127,032 3290001,5613.66,177783.2073,444827.1041,,특2등급,특2등급,특2등급,,기간만료 (평가중),유한회사 고려,기간만료,-,지하3층~지상15층,12695.09,"커피숍, 비즈니스룸, 일반음식접, 유흥주점, 연희장 ",2004,
경기,부천시,스카이관광호텔,,20060228,.,A30,,,,,,,,,경기도 부천시 원미구 길주로 77번길 19-22,22099,1등급,관광호텔업,133,3250000,3810.24,177863.1317,444996.8865,,,,,,,,,,,,,2006,
경기,부천시,마이관광호텔,,20101221,,,,,,,,,,,경기도 부천시 원미구 길주로 121번길 18-11,22152,,관광호텔업,56,032 322 3593,2214,178415.6855,444963.1772,,,등급보류,,,,,,,,,,2010,
경기,부천시,N관광호텔,,20110419,,,,,,,,,,,경기도 부천시 원미구 길주로 77번길 55-15,22156,,관광호텔업,37,032 321 6401,1364,177973.4956,445020.3822,,,,,,,,,,,,,2011,
경기,평택시,영천관광호텔,,20010821,20140429,A40,,,,,,,,,경기도 평택시 쇼핑로 19-3,22313,2등급,관광호텔업,66,6664000,1247.81,204482.484,397716.9334,,,,,,,,,,,,,2001,
경기,평택시,오산관광호텔,,19951228,,A50,,,,,,,,,경기도 평택시 신장로 41-5,22595,3등급,관광호텔업,55,6648960,1531.3,204373.7427,397464.0934,,,등급없음,,,-,김혜정,등급없음,-,지하1층~지상7층,2557.41,"프론트, 식당",1995,
경기,평택시,로얄관광호텔,,19870826,,,,,,,,,,,경기도 평택시 팽성읍 안정로21번길 31,22641,,관광호텔업,33,031 691 9290,1707.27,203995.2338,384294.4623,,,등급없음,,,-,정병희,등급없음,-,지하1층~지상5층,1226.04,"프론트, 식당",1987,
경기,평택시,호텔샤인,,20010706,,A20,A20,,A20,A20,,,,,경기도 평택시 현덕면 평택호길 39-15,22643,특2등급,관광호텔업,87,031 6838899,11797.05,192013.8299,379423.9384,특2등급,,특2등급,특2등급,,-,양은학 외 1 명,기간만료,-,지하2층~지상10층,11797,"프론트, 커피숍, 식당, 연회장, 웨딩홀",2001,
경기,동두천시,유림관광호텔,,19770117,20160404,A40,A40,,,,,,,,경기도 동두천시 평화로 2389,22704,2등급,관광호텔업,33,031 8652101,0,204984.8419,488756.1308,2등급,,,,,,,,,,,,1977,
경기,동두천시,동두천관광호텔,,19900207,20170428,A50,A50,,A50,,,,,,경기도 동두천시 평화로 2497,22731,3등급,관광호텔업,30,031 8627171,1071,205007.7508,489795.4582,3등급,,3등급,,,,,,,,,,1990,
경기,동두천시,뉴프리첼관광호텔,,20010710,,A50,A50,,A50,A50,,,,,경기도 동두천시 삼육사로 1093,22742,3등급,관광호텔업,39,031 8623399,1673,206166.0822,488273.898,3등급,,3등급,3등급,,등급없음,주식회사 제일상호저축은행,등급없음,-,지하2~지상7층,4723,"나이트클럽, 한,양식당, 예식장, 미용실, 노래방 1개소",2001,
경기,안산시,㈜에스앤비자산 안산지점 서원관광호텔,,19921127,,A40,,A50,A50,A50,,,,,경기도 안산시 상록구 서암로 8,22864,2등급,관광호텔업,34,031 4079031,1034.55,186631.829,422251.3986,,3등급,3등급,3등급,,등급없음,김충영,평가중,-,지하3~지상6층,4083.63,-,1992,
경기,안산시,로얄헤리티지호텔,,20160613,20160630,,,,,A30,A30,,,,경기도 안산시 단원구 중앙대로 869,22973,,관광호텔업,401,4132222,0,185110.2034,423940.9271,,,등급없음,3성급,3성급,,,,,,,,2016,
경기,안산시,럭셔리관광호텔,,20071207,20170824,A50,,A50,A50,A50,,,,,경기도 안산시 단원구 중앙대로 945,22974,3등급,관광호텔업,108,,5185.07,185904.3211,423906.3529,,3등급,3등급,3등급,,,,,,,,,2007,
경기,안산시,리오관광호텔,,20010314,20180801,A30,A40,A40,A40,A40,,,,,경기도 안산시 상록구 구룡로1길 19,22998,1등급,관광호텔업,52,031 4174100,1692.3,188231.1238,423107.6673,2등급,2등급,2등급,2등급,,,,,,,,,2001,
경기,안산시,미라마관광호텔,,19970204,20141023,A30,,,,,,,,,경기도 안산시 단원구 중앙대로 873,23016,1등급,관광호텔업,60,031 4010114,0,185194.401,423935.2322,,,,,,,,,,,,,1997,
경기,고양시,클레오파트라,,20000616,,A50,A50,A50,A50,A50,,,,,경기도 고양시 일산동구 장백로 34,23170,3등급,관광호텔업,58,031 9080062,3224.7,181276.6424,459931.71,3등급,3등급,3등급,3등급,,,,,,,,,2000,
경기,고양시,캘리포니아,,19981020,,A50,A50,A50,A50,A50,,,,,경기도 고양시 일산동구 중앙로 1029,23230,3등급,관광호텔업,54,031 9075060,1840.49,181283.655,459984.995,3등급,3등급,3등급,3등급,,,,,,,,,1998,
경기,남양주시,CH관광호텔,,20190424,,,,,,,,,,,남양주시 별내면 청학리 438번지,23432,,관광호텔업,55,,2528.66,210373.0755,467213.3511,,,,,,등급보류,이승연,등급보류,-,4층(지하2~지상4),4992,"연회장, 휴게음식점",2019,
경기,오산시,럭셔리관광호텔,,20031007,,A50,A50,A50,A50,A50,,,,,경기도 오산시 경기대로 231,23798,3등급,관광호텔업,50,031 3788013,2974.36,206432.934,404860.2366,3등급,1성급,1성급,1성급,,,,,,,,,2003,
경기,시흥시,벨라지오,,20030205,,A30,A30,A50,A50,A50,,,,,경기도 시흥시 연성로13번길 4,23864,1등급,관광호텔업,54,031 4047711,3305.55,182697.8976,432064.0582,1등급,3등급,3등급,3등급,,등급보류,허창덕,등급보류,2019.9.20.,지하2층~지상13층,4901.93,"휴게음식점, 일반음식점",2003,
경기,하남시,호텔 연,,20131002,,,,,,,,,,,경기도 하남시 하남대로776번길 50,24162,,관광호텔업,47,031 7951800,2208.27,218783.025,448689.22,,,등급보류,,,등급보류,김연희,등급미정,-,지하2층~지상9층,2467.27,"레스토랑, 커피숍, 옥상정원",2013,
경기,하남시,루시관광호텔,,20020626,,,,,,,,,,,경기도 하남시 하남대로776번길 14-30,24168,,관광호텔업,47,031 7965500,2017,218767.7734,448674.2559,,,등급없음,,,,,,,,,,2002,
경기,파주시,호텔 뷰티풀,,20191030,,,,,,,,,,,푸자시 중앙로 94-9,24514,,관광호텔업,70,031 941 3555,5048,181717.5574,472138.9937,,,,,,신청중,한승용,등급보류,신청완료,지하2층~지상5층,5064.98,"레스토랑, 커피숍, 연회장, 비즈니스룸",2019,
경기,이천시,㈜바이오 피드백,,19911210,,A20,,A40,A40,A40,,,,,경기도 이천시 중리천로115번길 45,24728,특2등급,관광호텔업,209,031 639 5000,9802.69,239936.8865,419420.2778,,2등급,2등급,2등급,,등급보류(평가중),㈜바이오피드백,등급보류,2020. 3. 20.,지하1층~지상10층,32547,-,1991,
경기,안성시,호텔 에이치,,20200122,,,,,,,,,,,경기도 안성시 죽산면 죽주로 268,24927,,관광호텔업,40,031 672 8667,791,237743.1929,397169.4082,,,,,,,주식회사 드림터치네트웍스,평가중,-,8층(지하1~지상7),2134.14,-,2020,
경기,김포시,라인플러스호텔,,20130830,,A50,A50,A50,A50,A50,A50,,,,경기도 김포시 통진읍 김포대로 2337-1,25023,3등급,관광호텔업,36,031 996 8056,1265.48,163582.3863,465862.1616,3등급,3등급,3등급,1성급,1성급,,,,,,,,2013,
경기,김포시,스타비아 관광호텔,,20200424,,,,,,,,,,,경기도 김포시 태장로795번길 147 (장기동),25038,,관광호텔업,69,031 981 1189,1271.900024,172097.4189,459816.3923,,,,,,,주식회사 유림인터내셔널,평가중,-,지하1층~지상7층,4842.46,"식당공간, 카페 등",2020,
경기,연천군,한탄강관광호텔,,19980721,20140702,A40,,,,,,,,,경기도 연천군 전곡읍 선사로 206,25120,2등급,관광호텔업,38,031 8328091,0,206130.6072,500778.286,,,,,,,,,,,,,1998,
경기,가평군,가평관광호텔,,19940902,20151214,A50,A50,,,,,,,,경기도 가평군 보납로34번길 16,25300,3등급,관광호텔업,41,031 5810505,987.48,245240.0452,480903.4824,3등급,,,,,,,,,,,,1994,
경기,가평군,나이아가라관광호텔,,19911223,,,,,,,,,,,경기도 가평군 설악면 유명로 2384,25401,,관광호텔업,47,031585 4432,2630.14,239213.6203,467735.1576,,,,,,,,,,,,,1991,
경기,가평군,파로티아 워터하우스호텔,,20180604,,,,,,,,,,,경기도 가평군 설악면 미사리로 707-98,25613,,관광호텔업,65,031 584 6800,3897.7,247671.448,468525.505,,,,,,-,강유진,미신청,-,지하1~지상3,5148.75,-,2018,
경기,양평군,양평리조트,,19880725,,A50,A50,,,,,,,,경기도 양평군 양평읍 경강로 1620,25882,3등급,관광호텔업,36,031774 8800,1225.25,240802.9611,444760.2305,3등급,,-,,,등급미신청,주식회사 휴먼터치,등급없음,-,지하1층~지상5층,2061.8,-,1988,
강원,춘천시,KT&G 상상마당 춘천스테이,,20140501,,,A20,A20,A20,,,,,,강원도 춘천시 스포츠타운길 399번길 22,26456,,관광호텔업,58,033 818 4200,2691,261744.9616,485806.7195,특2등급,특2등급,특2등급,,,,,,,,,,2014,
강원,동해시,대주관광호텔,,19940422,,A30,,,A30,,,,,,강원도 동해시 중앙로 210-1,27768,1등급,관광호텔업,39,033 5341004,3404.42,387018.3078,448506.244,,,1등급,,,등급보류,,,,,,,1994,
강원,태백시,태백관광호텔(SORANO HOTEL),,20020124,,,,,,,,,,,강원도 태백시 기장밭길 7-1,27905,,관광호텔업,64,033 5538080,3044.26,374122.1176,412611.9994,,,등급없음,,,등급보류,이명숙,,,지상6층,3044,"식당, 회의실, 세탁실, 비지니스룸, 족구장. 대회의실",2002,
강원,속초시,설악파크호텔,,19800414,20160905,A20,A20,A20,,,,,,,강원도 속초시 설악산로 852-15,28055,특2등급,관광호텔업,121,033 6367711,,332532.4384,519629.0734,특2등급,특2등급,,,,,,,,,,,1980,
강원,속초시,에스관광호텔,,19900727,20201102,,,,,,,,,,강원도 속초시 중앙로 104,28076,,관광호텔업,60,033 6318450,2817.3,338988.6425,523249.222,,,등급없음,,,,,,,,,,1990,
강원,속초시,설악산관광호텔,,19920526,,A40,A40,,,A40,,,,,강원도 속초시 살악산로 1042,28296,2등급,관광호텔업,43,033 6387104,,330334.4278,520067.7325,2등급,,,2등급,,,설악산관광호텔,,,지하1~지상4,3020,,1992,
강원,삼척시,삼척온천관광호텔,,20100825,20200102,,A30,A30,A30,A30,A40,,,,강원도 삼척시 동해대로 4098,28360,,관광호텔업,57,033 5707899,3091.17,392858.5424,440481.4696,1등급,1등급,1등급,1등급,2성급,,,,,,,,2010,
강원,삼척시,호텔펠리스,,20020720,,,A20,,,,,,,,강원도 삼척시 새천년도로 219,28441,,관광호텔업,100,033 5757000,7500.3,393588.0316,440717.4595,특2등급,,,,,,,,,,,,2002,
강원,홍천군,홍천관광호텔,,20030731,,A40,A40,,,,,,,,강원도 홍천군 홍천읍 꽃뫼로 147,28622,2등급,관광호텔업,54,033 4331221,1946.16,278443.9768,465909.6436,2등급,,,,,,,,,,,,2003,
강원,정선군,아이비관광호텔,,20070108,.,,,,,,,,,,강원도 정선군 남면 무릉4로 2,29254,,관광호텔업,50,033 5920007,2132,357578.8666,417446.4247,,,등급없음,,,등급없음,박정숙,,,지하2층~지상8층,444.0354,,2007,
강원,정선군,하이밸리호텔,,20080118,,A50,,,,,,,,,강원도 정선군 고한읍 고한로 28-1,29396,3등급,관광호텔업,80,033 592 2003,2762.22,363510.6861,413417.298,,,,,,,,,,,,,2008,
강원,철원군,대명관광호텔,,19851015,,,,,,,,,,,강원도 철원군 서면 와수로 181번길 15,29508,,관광호텔업,46,033 4588167,1391.43,238289.4989,526395.9657,,,미정,,,,,,,,,,1985,
충북,충주시,그랜드관광호텔,,19900118,,A30,A30,,,,,,,,충청북도 충주시 봉방동 855,30686,1등급,관광호텔업,64,043 8485554,2558.4,281453.2011,385815.392,1등급,,등급없음,,,,,,,,,,1990,
충북,충주시,충주호리조트관광호텔,,19900620,,A30,A30,,,A30,,,,,충청북도 충주시 동량면 하천리 472,30724,1등급,관광호텔업,60,043 8567890,1764,292385.9233,392956.6923,1등급,,-,1등급,,-,㈜추당물산,휴업중,,지하1층~지상3층,6568.59,"음식점, 카페, 연회장, 헬스장, 웨딩홀 등",1990,
충북,제천시,뉴영동관광호텔,,20120413,20180423,,,,,,,,,,충청북도 제천시 화산동 986,30873,,관광호텔업,32,043 645 3000,1127,308252.1596,403556.4143,,,,,,,,,,,,,2012,
충북,제천시,청풍힐호텔,,19970930,,A30,A30,,,,,,,,충청북도 제천시 청풍면 교리 33,30942,1등급,관광호텔업,96,043 6407100,9014.54,304887.4889,391501.8809,1등급,,,,,,,,,,,,1997,
충북,옥천군,옥천관광호텔,,19930728,,A50,A50,,,A30,A50,,,,충청북도 옥천군 옥천읍 옥천로 1553,31153,3등급,관광호텔업,36,043 7312435,1712,250611.2087,311652.8894,3등급,,등급없음,3성급,3등급,등급보류,옥천관광호텔,판정 보류,-,9층(지하1층~지상8층),3162,목욕탕,1993,
충북,음성군,서울관광호텔,,20140613,,,,A50,A50,A30,,,,,충청북도 음성군 대소면 삼양로 572-1,31469,,관광호텔업,52,043 881 2098,2454.03,242081.4504,385878.073,,1성급,1성급,1등급,,,,,,,,,2014,
충남,천안시,천안관광호텔,,19970129,,,,,,,,,,,천안시 서북구 양지21길 42,31823,,관광호텔업,56,041 5920000,960,212443.7803,367898.9438,,,,,,,문숙정,심사중,,지하1층 지상7층,3786,"레스토랑, 미팅룸 등",1997,
충남,천안시,오엔스마트 관광호텔,,20060228,,,,,,,,,,,충청남도 천안시 서북구 검은들3길 57,31964,,관광호텔업,74,041 5638700,1875.58,209765.2634,367659.6012,,,,,,,,,,,,,2006,
충남,공주시,금강관광호텔,,20040120,,,,,,,,,,,충청남도 공주시 신관동 595-8,32234,,관광호텔업,49,041 8521071,2174,211672.4275,329945.5119,,,,,,,,,,,,,2004,
충남,아산시,W HOTEL,,19900203,,A40,A40,,,,,,,,충청남도 아산시 충무로20번길14,32769,2등급,관광호텔업,51,041 532 8970,1390.04,200560.6344,364821.5331,2등급,,,,,,,,,,,,1990,
충남,서산시,베니키아호텔 서산,,20180511,,,,,,,,,,,충청남도 서산시 안견로 465,33422,,관광호텔업,194,041 666 8114,10383.32,149764.7291,364954.1883,,,,,,등급없음,㈜삼운레저,등급없음,,지하3~지상13층,29516.37,"웨딩홀, 컨벤션홀, 레스토랑, 커피숍 등",2018,
충남,논산시,에버그린관광호텔,,19950706,,A40,A40,,,,,,,,충청남도 논산시 연무읍 황화로 369,33536,2등급,관광호텔업,32,,1090.27,208667.4989,289323.3668,2등급,,등급없음,,,,,,,,,,1995,
충남,논산시,큐엔타워,,19910225,20190405,A40,A40,,,,,,,,충청남도 논산시 중앙로 464,33592,2등급,관광호텔업,34,041 7358971,541.29,207597.0042,300451.285,2등급,,등급없음,,,등급없음,,,,,,,1991,
충남,예산군,덕산온천관광호텔,,19970422,20040708,A40,A40,,,,,,,,충청남도 예산군 덕산면 온천단지2로 23,34177,2등급,관광호텔업,62,3385000,0,,,2등급,,,,,,,,,,,,1997,
충남,예산군,덕산온천관광호텔,,19970422,20180404,A40,A40,,,,,,,,충청남도 예산군 덕산면 온천단지2로 23,34186,2등급,관광호텔업,62,3385000,3247.48,169466.2995,354257.3302,2등급,,,,,,,,,,,,1997,
충남,예산군,가야관광호텔,,20030822,.,A40,A40,,,,,,,,충청남도 예산군 덕산면 신평1길 14,34194,2등급,관광호텔업,48,3370101,697.36,169769.9666,354736.0226,2등급,,,,,경매중,가야개발주식회사,,,지하1층~지상3층,4586.67,"숙박, 연희장, 사우나,유흥주점, 맛사지,음식점",2003,
전북,전주시,㈜이랜트파크 전주코아호텔(구. 전주코아호텔),,19851130,,A20,A20,,,,,,,,전라북도 전주시 완산구 노송동 627-3,35422,특2등급,관광호텔업,111,063 2851100,2911.6,213070.929,258364.794,특2등급,,.,,,등급없음,㈜이랜드파크(윤성대),등급없음,-,"지하2층, 지상12층",12622,,1985,
전북,정읍시,내장산관광호텔,,19810213,20030324,A30,A30,,,,,,,,전라북도 정읍시 내장동 71번지 14호,36497,1등급,관광호텔업,104,,9775,193494.0492,221340.2533,1등급,,,,,,,,,,,,1981,
전북,남원시,지리산구룡관광호텔,,19980616,,A40,A40,,,,,,,,전라북도 남원시 인월면 천왕봉로 143,36740,2등급,관광호텔업,54,063 631 6300,1816.44,255259.0102,217252.4081,2등급,,,,,,,,,,,,1998,
전북,남원시,㈜오헤브데이 호텔,,20200429,,,,,,,,,,,전북 남원시 운봉읍 바래봉길 193,36808,,관광호텔업,77,063 636 8000,11301,249616.5319,214986.7315,,,,,,,박원숙,등급보류,2020.11.06,지상1층 ~ 지상4층,4650.05,"음식점, 카페, 미팅룸 등",2020,
전북,완주군,대둔산관광호텔,,19901208,,A40,A40,A40,A40,,,,,,전라북도 완주군 운주면 대둔산공원길 45,36988,2등급,관광호텔업,68,063 2631260,2843.85,229714.5929,290678.5747,2등급,2등급,2등급,,,,,,,,,,1990,
전북,고창군,선운산관광호텔,,20010921,,A30,A30,,,,,,,,전라북도 고창군 아산면 삼인리 287-5,37400,1등급,관광호텔업,68,063561 3377,1449.16,162267.3285,222766.489,1등급,,,,,,,,,,,,2001,
전남,여수시,오동도호텔,,20140319,,,,,,,,,,,여수시 오동도로 102,38338,,관광호텔업,,061665 1234,1884.21,268809.707,138370.618,,,,,,,김덕진,등급없음,-,지상3층~지상6층,536.96,"일반음식점, 휴게음식점",2014,
전남,여수시,한옥호텔 오동재,,20120425,,,,,,,,,,,전라남도 여수시 덕충동 394-5,38583,,관광호텔업,32,061 650 0300,2209.44,268336.1582,139883.5861,,,,,,,김은우,평가중,-,지상1층~지상4층,2723.22,"일반음식점, 회의실",2012,
전남,여수시,브린츠관광호텔,,20110812,20200626,A50,A50,A50,,,,,,,전라남도 여수시 여서1로 65,38839,3등급,관광호텔업,69,061 650 0000,7626.11,264438.0139,139626.3802,3등급,3등급,,,,,,,,,,,2011,
전남,광양시,필레모호텔,,20060413,,A20,,A40,A40,A40,,,,,전라남도 광양시 광양읍 인동리412-1,39520,특2등급,관광호텔업,46,061 7618700,1859.35,253816.6996,163670.4124,,2등급,2등급,2등급,,,,,,,,,2006,
전남,담양군,담양리조트 가족호텔,,20031106,20120206,,,,,,,,,,전남 담양군 담양읍 삼거리길 5,39592,,관광호텔업,36,061 3805000,4200,,,,,,,,,이수금,-,-,지하1층~지상4층,1637.98,"한식당, 카페, 연회장, 세미나실, 온천, 웨딩홀",2003,
전남,담양군,담양리조트 가족호텔,,20120207,,,,,,,,,,,전남 담양군 담양읍 삼거리길 5,39629,,관광호텔업,36,061 380 5000,4200,202147.3354,207357.1166,,,,,,,이수금,-,-,지하1층~지상4층,1637.98,"한식당, 카페, 연회장, 세미나실, 온천, 웨딩홀",2012,
전남,구례군,지리산온천관광호텔,,20001104,20200400,A30,A30,,A30,A30,,,,,전라남도 구례군 산동면 지리산온천로 261,39725,1등급,관광호텔업,86,061 7837770,1053,241716.2111,202314.0564,1등급,,1등급,1등급,,,,,,,,,2000,
전남,구례군,지리산스위스호텔,,19970530,.,A30,A30,A40,A40,A40,,,,,전라남도 구례군 마산면 화엄사로 314,39732,1등급,관광호텔업,42,061 7830156,1494.45,244316.8695,193259.2632,1등급,2등급,2등급,2등급,,,,,,,,,1997,
전남,구례군,지리산프라자호텔,,19880809,,A30,A30,A30,A30,A30,,,,,전라남도 구례군 마산면 화엄사로 464,39757,1등급,관광호텔업,57,061 7822171,6690.25,244852.0912,194486.9805,1등급,3성급,3성급,3성급,,,,,,,,,1988,
전남,고흥군,빅토리아호텔,,20050712,,,,,,,,,,,전남 고흥군 도화면 천마로 2736-29,39883,,관광호텔업,55,061 832 3711,2155.14,232370.4696,110354.8167,,,,,,,,,,,,,2005,
전남,해남군,해남관광호텔,,20000223,,,,,,,,,,,해남군 해남읍 남동길 5,40188,,관광호텔업,41,061 5371000,1843,162995.9186,119165.5682,,,신청중,,,,,,,,,,2000,
전남,해남군,아름다운관광호텔,,20010111,20200624,,A50,A50,,,,,,,전라남도 해남군 문내면 명량로 196,40223,,관광호텔업,45,061 5350790,1187.85,137096.7893,122167.3321,3등급,3등급,,,,,,,,,,,2001,
전남,신안군,흑산가족비치호텔,,20001214,,,,,,,,,,,전남 신안군 흑산일주로 180-19,40935,,관광호텔업,53,061 2460090,176270,56247.38819,132926.1464,,,,,,,(재)광주구천주교회유지재단,등급없음,미대상,지하1층~지상5층,842,"식당,노래방,휴게음식점",2000,
경북,포항시,선프린스관광 호텔,,19871106,20150902,A40,A40,,,,,,,,경상북도 포항시 북구 중앙동 17,41020,2등급,관광호텔업,30,054 2422800,0,413376.8946,284542.8903,2등급,,,,,,,,,,,,1987,
경북,포항시,갤럭시관광호텔,,19971216,.,A30,A30,A30,A30,,,,,,경상북도 포항시 북구 두호동 664,41357,1등급,관광호텔업,39,054 2519988,1554.52,414168.1389,286700.1742,1등급,1등급,1등급,,,,,,,,,,1997,
경북,경주시,콩코드호텔,,19790314,20160923,A10,A10,,,,,,,,경상북도 경주시 신평동 410,41662,특1등급,관광호텔업,284,054 7457000,23213.7,406283.8717,262954.6335,특1등급,,,,,,,,,,,,1979,
경북,경주시,경주온천관광호텔,,19791024,,A30,A30,,A30,,,,,,경상북도 경주시 구정동 145-1,42252,1등급,관광호텔업,104,054 7466661,2162.32,407971.1171,255902.3522,1등급,,1등급,,,등급없음,주식회사 중원미디어,등급없음,-,지하1~지상5,16985.9,"사우나, 커피숍, 스낵코너, 레스토랑, 급식소 등",1979,
경북,김천시,㈜김천그랜드호텔,,19911015,,A30,A30,,A30,A30,,,,,경상북도 김천시 송설로 146,42382,1등급,관광호텔업,65,054 4339001,2316.6,298979.9997,291987.0255,1등급,,1등급,1등급,,등급없음,이이웅,등급없음,,지하2층~지상8층,10910,,1991,
경북,구미시,리오관광호텔,,20030730,20141110,,,,,,,,,,경상북도 구미시 문화로 12-2,42776,,관광호텔업,50,054 4610022,5403.71,324107.0901,290815.5631,,,,,,,,,,,,,2003,
경북,구미시,구미관광호텔,,20030819,20140618,A30,A30,,,,,,,,경상북도 구미시 오산로 217-16,42819,1등급,관광호텔업,46,054 4512000,1830.93,320656.0968,292532.6943,1등급,,,,,,,,,,,,2003,
경북,구미시,구미 LORD관광호텔,,20030730,,,,,,,,,,,경상북도 구미시 송원서로 4길 33,42946,,관광호텔업,32,054 614 3600,1054.32,321250.0043,292240.5894,,,등급보류,,,,,,,,,,2003,
경북,구미시,금오관광호텔,,20030730,,,,,,,,,,,경상북도 구미시 문화로 12-2,42995,,관광호텔업,38,054 4513700,1623.18,319897.0502,292858.8008,,,,,,,,,,,,,2003,
경북,구미시,킴스관광호텔,,20041130,,A50,A50,,,,,,,,경상북도 구미시 인동중앙로 3길 20,43136,3등급,관광호텔업,42,054 476 9994,1697.68,327746.5502,290674.1118,3등급,,,,,,,,,,,,2004,
경북,상주시,상주관광호텔,,20040614,20180711,A40,A40,,,,,,,,경상북도 상주시 서성2길 12,43756,2등급,관광호텔업,30,054 530 5000,998.97,303935.5413,324627.375,2등급,,등급미정,,,,,,,,,,2004,
